day,kosakata,furigana,arti,contoh1,arti_contoh1,contoh2,arti_contoh2
11,塵,ごみ,SAMPAH,ごみをゴミ箱に捨ててください。,TOLONG BUANG SAMPAH KE TEMPAT SAMPAH.,道にごみを捨ててはいけません。,JANGAN MEMBUANG SAMPAH DI JALAN.
11,ゴミ分別,ごみぶんべつ,PEMILAHAN SAMPAH,日本ではゴミ分別のルールが細かいです。,"DI JEPANG, ATURAN PEMILAHAN SAMPAH CUKUP RINCI.",ゴミ分別を守ってごみを出してください。,TOLONG BUANG SAMPAH SESUAI ATURAN PEMILAHANNYA.
11,娯楽,ごらく,HIBURAN,映画は私の好きな娯楽の一つです。,FILM ADALAH SALAH SATU HIBURAN YANG SAYA SUKAI.,仕事の後は娯楽を楽しみます。,"SETELAH BEKERJA, SAYA MENIKMATI HIBURAN."
11,合同,ごうどう,"GABUNGAN, BERSAMA",二つの会社が合同でイベントを開催しました。,DUA PERUSAHAAN MENGADAKAN ACARA BERSAMA.,合同練習に参加しました。,SAYA MENGIKUTI LATIHAN GABUNGAN.
11,合格,ごうかく,LULUS,JLPT N3に合格しました。,SAYA LULUS JLPT N3.,試験に合格するために毎日勉強しています。,SAYA BELAJAR SETIAP HARI AGAR LULUS UJIAN.
12,合計,ごうけい,JUMLAH TOTAL,合計はいくらですか。,BERAPA JUMLAH TOTALNYA?,全部で合計10個あります。,JUMLAH TOTALNYA ADA 10 BUAH.
12,強盗,ごうとう,"PERAMPOKAN, PERAMPOK",銀行に強盗が入りました。,SEORANG PERAMPOK MEMASUKI BANK.,警察が強盗事件を調べています。,POLISI SEDANG MENYELIDIKI KASUS PERAMPOKAN.
12,方眼紙,ほうがんし,KERTAS BERKOTAK,方眼紙にグラフを描きました。,SAYA MENGGAMBAR GRAFIK DI KERTAS BERKOTAK.,方眼紙を使うと線をきれいに引けます。,"DENGAN KERTAS BERKOTAK, KITA DAPAT MENGGAMBAR GARIS DENGAN RAPI."
12,逆行,ぎゃっこう,"BERGERAK MUNDUR, BERLAWANAN ARAH",車が道路を逆行していました。,SEBUAH MOBIL BERGERAK MELAWAN ARAH DI JALAN.,時代に逆行する考え方だと思います。,"MENURUT SAYA, ITU ADALAH CARA BERPIKIR YANG BERTENTANGAN DENGAN PERKEMBANGAN ZAMAN."
12,逆,ぎゃく,"KEBALIKAN, TERBALIK",私はあなたと逆の意見です。,PENDAPAT SAYA BERLAWANAN DENGAN PENDAPAT ANDA.,この言葉は逆の意味です。,KATA INI MEMILIKI ARTI YANG BERLAWANAN.
12,漁業,ぎょぎょう,INDUSTRI PERIKANAN,この町では漁業が盛んです。,INDUSTRI PERIKANAN BERKEMBANG PESAT DI KOTA INI.,漁業で生活している人が多いです。,BANYAK ORANG HIDUP DARI INDUSTRI PERIKANAN.
12,行儀,ぎょうぎ,"TATA KRAMA, SOPAN SANTUN",食事中は行儀よくしてください。,TOLONG BERPERILAKU SOPAN SAAT MAKAN.,子供に行儀のいい食べ方を教えています。,SAYA MENGAJARI ANAK CARA MAKAN DENGAN SOPAN.
12,行事,ぎょうじ,"ACARA, KEGIATAN",学校では毎年いろいろな行事があります。,DI SEKOLAH ADA BERBAGAI ACARA SETIAP TAHUN.,日本の伝統的な行事について勉強しました。,SAYA BELAJAR TENTANG ACARA TRADISIONAL JEPANG.
12,裸,はだか,TELANJANG,子供が裸で走り回っています。,ANAK ITU BERLARI-LARI TANPA PAKAIAN.,温泉では裸になります。,"DI ONSEN, KITA TIDAK MEMAKAI PAKAIAN."
12,葉書,はがき,KARTU POS,友達に葉書を送りました。,SAYA MENGIRIM KARTU POS KEPADA TEMAN.,旅行先から葉書を書きました。,SAYA MENULIS KARTU POS DARI TEMPAT WISATA.
12,破片,はへん,"PECAHAN, SERPIHAN",ガラスの破片に気をつけてください。,HATI-HATI DENGAN PECAHAN KACA.,床に小さな破片が落ちています。,ADA SERPIHAN KECIL YANG JATUH DI LANTAI.
12,肺,はい,PARU-PARU,肺は呼吸に必要な臓器です。,PARU-PARU ADALAH ORGAN YANG DIBUTUHKAN UNTUK BERNAPAS.,タバコは肺に悪い影響を与えます。,ROKOK MEMBERIKAN DAMPAK BURUK PADA PARU-PARU.
12,配布,はいふ,"PEMBAGIAN, DISTRIBUSI",駅でチラシを配布しています。,MEREKA MEMBAGIKAN SELEBARAN DI STASIUN.,学生に資料を配布しました。,SAYA MEMBAGIKAN MATERI KEPADA PARA SISWA.
12,背景,はいけい,LATAR BELAKANG,写真の背景に山が見えます。,GUNUNG TERLIHAT DI LATAR BELAKANG FOTO.,その問題の背景を詳しく説明してください。,TOLONG JELASKAN LATAR BELAKANG MASALAH TERSEBUT SECARA RINCI.
12,排気ガス,はいきガス,GAS BUANG,車の排気ガスが問題になっています。,GAS BUANG KENDARAAN MENJADI MASALAH.,排気ガスを減らすために電気自動車が使われています。,MOBIL LISTRIK DIGUNAKAN UNTUK MENGURANGI GAS BUANG.
12,測り,はかり,TIMBANGAN,測りで荷物の重さを測りました。,SAYA MENIMBANG BERAT BARANG DENGAN TIMBANGAN.,この測りは正確です。,TIMBANGAN INI AKURAT.
12,発揮,はっき,"MENUNJUKKAN, MENGERAHKAN",試合で実力を発揮しました。,DIA MENUNJUKKAN KEMAMPUANNYA DALAM PERTANDINGAN.,仕事で自分の力を十分に発揮したいです。,SAYA INGIN MENGERAHKAN KEMAMPUAN SAYA SEPENUHNYA DALAM PEKERJAAN.
12,発行,はっこう,"MENERBITKAN, MENGELUARKAN",新しいパスポートが発行されました。,PASPOR BARU TELAH DITERBITKAN.,この本は去年発行されました。,BUKU INI DITERBITKAN TAHUN LALU.
12,拍手,はくしゅ,TEPUK TANGAN,素晴らしい演奏に大きな拍手が送られました。,TEPUK TANGAN MERIAH DIBERIKAN UNTUK PENAMPILAN YANG LUAR BIASA.,発表が終わると、みんなが拍手しました。,"SETELAH PRESENTASI SELESAI, SEMUA ORANG BERTEPUK TANGAN."
12,花火大会,はなびたいかい,FESTIVAL KEMBANG API,夏に花火大会を見に行きました。,SAYA PERGI MELIHAT FESTIVAL KEMBANG API PADA MUSIM PANAS.,花火大会にはたくさんの人が集まりました。,BANYAK ORANG BERKUMPUL DI FESTIVAL KEMBANG API.
13,花びら,はなびら,KELOPAK BUNGA,桜の花びらが風で飛んでいます。,KELOPAK BUNGA SAKURA BERTERBANGAN DITIUP ANGIN.,地面が花びらでいっぱいです。,TANAH DIPENUHI KELOPAK BUNGA.
13,鼻水,はなみず,INGUS,風邪をひいて鼻水が出ます。,SAYA PILEK DAN MENGELUARKAN INGUS.,鼻水が止まらないのでティッシュを使いました。,"KARENA INGUS TIDAK BERHENTI, SAYA MENGGUNAKAN TISU."
13,判断,はんだん,"PERTIMBANGAN, KEPUTUSAN",自分で判断してください。,TOLONG PUTUSKAN SENDIRI.,正しい判断をすることが大切です。,PENTING UNTUK MEMBUAT KEPUTUSAN YANG TEPAT.
13,半減,はんげん,BERKURANG SETENGAH,事故の数が去年の半分に半減しました。,JUMLAH KECELAKAAN BERKURANG MENJADI SETENGAH DARI TAHUN LALU.,電気の使用量を半減させたいです。,SAYA INGIN MENGURANGI PENGGUNAAN LISTRIK MENJADI SETENGAH.
13,判事,はんじ,HAKIM,判事が判決を言い渡しました。,HAKIM MEMBACAKAN PUTUSAN.,判事は事件について詳しく調べました。,HAKIM MENYELIDIKI KASUS TERSEBUT SECARA RINCI.
13,半径,はんけい,JARI-JARI,この円の半径は5センチです。,JARI-JARI LINGKARAN INI ADALAH 5 SENTIMETER.,半径を測って円を描きました。,SAYA MENGUKUR JARI-JARI DAN MENGGAMBAR LINGKARAN.
13,反抗,はんこう,"PERLAWANAN, PEMBANGKANGAN",子供が親に反抗することがあります。,TERKADANG ANAK MELAWAN ORANG TUANYA.,彼は会社の方針に反抗しました。,DIA MENENTANG KEBIJAKAN PERUSAHAAN.
13,氾濫,はんらん,"MELUAP, BANJIR",大雨で川が氾濫しました。,SUNGAI MELUAP KARENA HUJAN DERAS.,川の氾濫によって町が水につかりました。,KOTA TERENDAM AIR AKIBAT SUNGAI YANG MELUAP.
13,反政府,はんせいふ,ANTI-PEMERINTAH,反政府のデモが行われました。,DEMONSTRASI ANTI-PEMERINTAH DIADAKAN.,反政府組織についてニュースで報道されました。,ORGANISASI ANTI-PEMERINTAH DIBERITAKAN DI BERITA.
13,反戦,はんせん,ANTI-PERANG,反戦を訴える映画を見ました。,SAYA MENONTON FILM YANG MENYERUKAN ANTI-PERANG.,反戦運動が世界各地で行われています。,GERAKAN ANTI-PERANG DILAKUKAN DI BERBAGAI BELAHAN DUNIA.
13,半島,はんとう,SEMENANJUNG,その町は半島の先にあります。,KOTA ITU TERLETAK DI UJUNG SEMENANJUNG.,半島を車で一周しました。,SAYA MENGELOILINGI SEMENANJUNG DENGAN MOBIL.
13,犯罪,はんざい,KEJAHATAN,犯罪を防ぐために防犯カメラを設置しました。,KAMERA KEAMANAN DIPASANG UNTUK MENCEGAH KEJAHATAN.,犯罪が増えているというニュースを見ました。,SAYA MELIHAT BERITA BAHWA KEJAHATAN MENINGKAT.
13,針,はり,JARUM,時計の針が止まっています。,JARUM JAM BERHENTI BERGERAK.,針で指を刺してしまいました。,JARI SAYA TERTUSUK JARUM.
13,春一番,はるいちばん,ANGIN KENCANG PERTAMA MUSIM SEMI,春一番が吹くと暖かくなってきます。,"SETELAH ANGIN KENCANG PERTAMA MUSIM SEMI BERTIUP, CUACA MULAI MENJADI HANGAT.",春一番による強い風に注意してください。,HARAP BERHATI-HATI TERHADAP ANGIN KENCANG AKIBAT HARU ICHIBAN.
13,鋏,はさみ,GUNTING,鋏で紙を切りました。,SAYA MEMOTONG KERTAS DENGAN GUNTING.,鋏を使ったら元の場所に戻してください。,"SETELAH MENGGUNAKAN GUNTING, TOLONG KEMBALIKAN KE TEMPAT SEMULA."
13,端,はし,"UJUNG, TEPI",テーブルの端に座らないでください。,JANGAN DUDUK DI TEPI MEJA.,道の端を歩いてください。,TOLONG BERJALAN DI TEPI JALAN.
13,梯子,はしご,TANGGA,梯子を使って屋根に上りました。,SAYA NAIK KE ATAP DENGAN MENGGUNAKAN TANGGA.,梯子が倒れないように気をつけてください。,BERHATI-HATILAH AGAR TANGGANYA TIDAK JATUH.
13,発電,はつでん,PEMBANGKITAN LISTRIK,太陽の光を使って発電します。,LISTRIK DIHASILKAN DENGAN MEMANFAATKAN SINAR MATAHARI.,この施設では水力発電を行っています。,FASILITAS INI MENGHASILKAN LISTRIK TENAGA AIR.
13,初詣,はつもうで,KUNJUNGAN PERTAMA KE KUIL PADA TAHUN BARU,元日に家族と初詣に行きました。,"PADA TANGGAL 1 JANUARI, SAYA PERGI KE KUIL UNTUK KUNJUNGAN PERTAMA TAHUN BARU BERSAMA KELUARGA.",初詣で今年の健康を祈りました。,"SAAT HAJAT PERTAMA KE KUIL TAHUN INI, SAYA BERDOA UNTUK KESEHATAN TAHUN INI."
13,初雪,はつゆき,SALJU PERTAMA,今年は初雪が早かったです。,TAHUN INI SALJU PERTAMA TURUN LEBIH CEPAT.,初雪を見て子供たちは喜びました。,ANAK-ANAK SENANG MELIHAT SALJU PERTAMA.
14,発展,はってん,PERKEMBANGAN,この町は急速に発展しています。,KOTA INI BERKEMBANG DENGAN CEPAT.,技術の発展で生活が便利になりました。,KEHIDUPAN MENJADI LEBIH NYAMAN KARENA PERKEMBANGAN TEKNOLOGI.
14,平日,へいじつ,HARI KERJA,平日は毎日仕事があります。,"PADA HARI KERJA, SAYA BEKERJA SETIAP HARI.",平日は電車が混んでいます。,KERETA PADAT PADA HARI KERJA.
14,閉会,へいかい,PENUTUPAN,会長が閉会の挨拶をしました。,KETUA MEMBERIKAN SAMBUTAN PENUTUP.,午後五時に会議を閉会しました。,RAPAT DITUTUP PADA PUKUL LIMA SORE.
14,平行,へいこう,"SEJAJAR, PARALEL",この二本の線は平行です。,DUA GARIS INI SEJAJAR.,道路と川が平行に走っています。,JALAN DAN SUNGAI MEMBENTANG SEJAJAR.
14,閉鎖,へいさ,PENUTUPAN,台風のため道路が閉鎖されました。,JALAN DITUTUP KARENA TOPAN.,工事のため、この入口は一時閉鎖しています。,PINTU MASUK INI DITUTUP SEMENTARA KARENA PEKERJAAN KONSTRUKSI.
14,日当たり,ひあたり,PAPARAN SINAR MATAHARI,この部屋は日当たりがいいです。,KAMAR INI MENDAPAT BANYAK SINAR MATAHARI.,日当たりのいい部屋を探しています。,SAYA SEDANG MENCARI KAMAR YANG MENDAPAT BANYAK SINAR MATAHARI.
14,日照り／干ばつ,ひでり／かんばつ,"KEKERINGAN, KEMARAU PANJANG",日照りが続いて農作物が枯れました。,KEKERINGAN BERLANJUT SEHINGGA TANAMAN PERTANIAN LAYU.,干ばつで水が不足しています。,AIR MENJADI KURANG KARENA KEKERINGAN.
14,日付,ひづけ,TANGGAL,書類に日付を書いてください。,TOLONG TULIS TANGGAL DI DOKUMEN.,今日の日付を確認しました。,SAYA MEMERIKSA TANGGAL HARI INI.
14,蹄,ひづめ,"KUKU HEWAN, TERUTAMA KUDA",馬の蹄をきれいにしました。,SAYA MEMBERSIHKAN KUKU KUDA.,馬の蹄を保護するために蹄鉄を使います。,TAPAL KUDA DIGUNAKAN UNTUK MELINDUNGI KUKU KUDA.
14,日帰り,ひがえり,PULANG-PERGI DALAM SATU HARI,東京へ日帰り旅行をしました。,SAYA MELAKUKAN PERJALANAN PULANG-PERGI KE TOKYO DALAM SATU HARI.,日帰りで温泉に行きたいです。,SAYA INGIN PERGI KE ONSEN DAN PULANG DI HARI YANG SAMA.
14,被害者,ひがいしゃ,KORBAN,事故の被害者が病院に運ばれました。,KORBAN KECELAKAAN DIBAWA KE RUMAH SAKIT.,被害者の話を聞きました。,SAYA MENDENGARKAN CERITA KORBAN.
14,批評,ひひょう,"KRITIK, ULASAN",その映画について批評を書きました。,SAYA MENULIS ULASAN TENTANG FILM TERSEBUT.,作品に対する批評を読みました。,SAYA MEMBACA KRITIK TERHADAP KARYA TERSEBUT.
14,非常口,ひじょうぐち,PINTU DARURAT,非常口の場所を確認してください。,TOLONG PERIKSA LOKASI PINTU DARURAT.,火事が起きたら非常口から逃げてください。,"JIKA TERJADI KEBAKARAN, LARILAH MELALUI PINTU DARURAT."
14,日陰,ひかげ,TEMPAT TEDUH,暑いので日陰で休みましょう。,"KARENA PANAS, MARI BERISTIRAHAT DI TEMPAT TEDUH.",木の日陰にベンチがあります。,ADA BANGKU DI TEMPAT TEDUH DI BAWAH POHON.
14,比較,ひかく,PERBANDINGAN,二つの商品を比較しました。,SAYA MEMBANDINGKAN DUA PRODUK.,日本とインドネシアの文化を比較してみました。,SAYA MENCOBA MEMBANDINGKAN BUDAYA JEPANG DAN INDONESIA.
14,挽肉,ひきにく,DAGING CINCANG,挽肉でハンバーグを作りました。,SAYA MEMBUAT HAMBURG DENGAN DAGING CINCANG.,挽肉を野菜と一緒に炒めました。,SAYA MENUMIS DAGING CINCANG BERSAMA SAYURAN.
14,引っ越し,ひっこし,PINDAH RUMAH,来月、新しい家に引っ越します。,BULAN DEPAN SAYA AKAN PINDAH KE RUMAH BARU.,引っ越しの準備で忙しいです。,SAYA SIBUK MEMPERSIAPKAN PINDAHAN.
14,彦星,ひこぼし,BINTANG ALTAIR,七夕では彦星と織姫の話をします。,"DALAM FESTIVAL TANABATA, ADA CERITA TENTANG HIKOBOSHI DAN ORIHIME.",彦星は天の川の近くにある星として知られています。,HIKOBOSHI DIKENAL SEBAGAI BINTANG YANG BERADA DI DEKAT BIMA SAKTI.
14,卑怯,ひきょう,"PENGECUT, CURANG",人をだますのは卑怯なことです。,MENIPU ORANG LAIN ADALAH PERBUATAN YANG PENGECUT/CURANG.,弱い人をいじめるのは卑怯です。,MENINDAS ORANG YANG LEMAH ADALAH PERBUATAN PENGECUT.
14,日向ぼっこ,ひなたぼっこ,"BERJEMUR, MENGHANGATKAN DIRI DI MATAHARI",猫が庭で日向ぼっこをしています。,KUCING SEDANG BERJEMUR DI HALAMAN.,天気がいいので、外で日向ぼっこをしました。,"KARENA CUACANYA CERAH, SAYA BERJEMUR DI LUAR."
15,皮肉,ひにく,"SINDIRAN, SINIS",彼の言葉は少し皮肉でした。,PERKATAANNYA AGAK SINIS.,「忙しい人は暇そうですね」と皮肉を言いました。,"DIA MENYINDIR DENGAN MENGATAKAN, “ORANG SIBUK KELIHATANNYA SANTAI YA.”"
15,筆者,ひっしゃ,"PENULIS, PENGARANG",筆者の考えをまとめてください。,TOLONG RANGKUM PEMIKIRAN PENULIS.,筆者はこの問題について詳しく説明しています。,PENULIS MENJELASKAN MASALAH INI SECARA RINCI.
15,冷やし中華,ひやしちゅうか,MI DINGIN,夏になると冷やし中華が食べたくなります。,"SAAT MUSIM PANAS, SAYA INGIN MAKAN MI DINGIN.",昼ご飯に冷やし中華を食べました。,SAYA MAKAN MI DINGIN UNTUK MAKAN SIANG.
15,費用,ひよう,"BIAYA, ONGKOS",旅行にかかる費用を計算しました。,SAYA MENGHITUNG BIAYA YANG DIPERLUKAN UNTUK PERJALANAN.,修理の費用はいくらですか。,BERAPA BIAYA PERBAIKANNYA?
15,ホッチキス,ホッチキス,STAPLER,ホッチキスで書類をまとめました。,SAYA MENYATUKAN DOKUMEN DENGAN STAPLER.,ホッチキスの針がなくなりました。,ISI STAPLER SUDAH HABIS.
15,歩道,ほどう,TROTOAR,歩道を歩いてください。,TOLONG BERJALAN DI TROTOAR.,この道路には広い歩道があります。,JALAN INI MEMILIKI TROTOAR YANG LUAS.
15,歩道橋,ほどうきょう,JEMBATAN PENYEBERANGAN,歩道橋を渡って道路の向こう側へ行きました。,SAYA MENYEBERANG KE SISI LAIN JALAN MELALUI JEMBATAN PENYEBERANGAN.,子供たちは歩道橋を使って道路を渡ります。,ANAK-ANAK MENYEBERANG JALAN MENGGUNAKAN JEMBATAN PENYEBERANGAN.
15,保険,ほけん,ASURANSI,会社の保険に加入しています。,SAYA TERDAFTAR DALAM ASURANSI PERUSAHAAN.,病気やけがのために保険に入っています。,SAYA MEMILIKI ASURANSI UNTUK SAKIT DAN CEDERA.
15,翻訳,ほんやく,PENERJEMAHAN,この文章を日本語に翻訳してください。,TOLONG TERJEMAHKAN KALIMAT INI KE BAHASA JEPANG.,彼は日本語の翻訳をしています。,DIA MELAKUKAN PEKERJAAN PENERJEMAHAN BAHASA JEPANG.
15,本気,ほんき,"SERIUS, KESUNGGUHAN",日本で働くことを本気で考えています。,SAYA SERIUS MEMPERTIMBANGKAN UNTUK BEKERJA DI JEPANG.,本気で勉強しないと合格できません。,"JIKA TIDAK BELAJAR DENGAN SERIUS, ANDA TIDAK AKAN LULUS."
15,本物,ほんもの,"ASLI, BENAR-BENAR",これは本物のダイヤモンドです。,INI ADALAH BERLIAN ASLI.,本物かどうか確認してください。,TOLONG PERIKSA APAKAH INI ASLI ATAU TIDAK.
15,本社,ほんしゃ,KANTOR PUSAT,本社は東京にあります。,KANTOR PUSAT BERADA DI TOKYO.,来週、本社で会議があります。,MINGGU DEPAN ADA RAPAT DI KANTOR PUSAT.
15,本店,ほんてん,TOKO/KANTOR PUSAT,この店は大阪にある本店です。,TOKO INI ADALAH TOKO PUSAT YANG BERADA DI OSAKA.,本店でしか買えない商品があります。,ADA PRODUK YANG HANYA BISA DIBELI DI TOKO PUSAT.
15,頬,ほお／ほほ,PIPI,彼女の頬が赤くなりました。,PIPINYA MENJADI MERAH.,冷たい風が頬に当たりました。,ANGIN DINGIN MENGENAI PIPI.
15,堀,ほり,"PARIT, SALURAN",城の周りに堀があります。,ADA PARIT DI SEKITAR KASTEL.,堀に水が入っています。,PARIT TERSEBUT BERISI AIR.
15,星印,ほしじるし,TANDA BINTANG,重要な項目には星印が付いています。,ITEM PENTING DITANDAI DENGAN TANDA BINTANG.,星印の付いた場所を確認してください。,TOLONG PERIKSA BAGIAN YANG DITANDAI DENGAN TANDA BINTANG.
15,保証,ほしょう,"JAMINAN, GARANSI",この製品には一年間の保証があります。,PRODUK INI MEMILIKI GARANSI SELAMA SATU TAHUN.,保証期間が終わってしまいました。,MASA GARANSINYA SUDAH BERAKHIR.
15,包丁,ほうちょう,PISAU DAPUR,包丁で野菜を切りました。,SAYA MEMOTONG SAYURAN DENGAN PISAU DAPUR.,包丁を安全に使ってください。,TOLONG GUNAKAN PISAU DAPUR DENGAN AMAN.
15,法学,ほうがく,ILMU HUKUM,大学で法学を勉強しています。,SAYA BELAJAR ILMU HUKUM DI UNIVERSITAS.,法学の知識が仕事に役立っています。,PENGETAHUAN ILMU HUKUM BERGUNA DALAM PEKERJAAN.
15,方言,ほうげん,DIALEK,大阪の方言を聞くのが好きです。,SAYA SUKA MENDENGARKAN DIALEK OSAKA.,地域によって方言が違います。,DIALEK BERBEDA TERGANTUNG PADA DAERAHNYA.
16,箒,ほうき,SAPU,箒で部屋を掃除しました。,SAYA MEMBERSIHKAN KAMAR DENGAN SAPU.,箒を使って床のごみを集めました。,SAYA MENGUMPULKAN SAMPAH DI LANTAI DENGAN SAPU.
16,方向,ほうこう,ARAH,駅はどちらの方向ですか。,STASIUN BERADA DI ARAH MANA?,正しい方向へ進んでください。,TOLONG BERJALAN KE ARAH YANG BENAR.
16,方面,ほうめん,"ARAH, DAERAH",東京方面の電車に乗ります。,SAYA NAIK KERETA YANG MENUJU ARAH TOKYO.,大阪方面へ向かう電車です。,INI ADALAH KERETA YANG MENUJU ARAH OSAKA.
16,訪問,ほうもん,"KUNJUNGAN, MENGUNJUNGI",来週、お客様の家を訪問します。,MINGGU DEPAN SAYA AKAN MENGUNJUNGI RUMAH PELANGGAN.,先生のところを訪問しました。,SAYA MENGUNJUNGI TEMPAT GURU.
16,方針,ほうしん,"KEBIJAKAN, HALUAN",会社の方針に従って仕事をします。,SAYA BEKERJA SESUAI DENGAN KEBIJAKAN PERUSAHAAN.,新しい方針が発表されました。,KEBIJAKAN BARU TELAH DIUMUMKAN.
16,包帯,ほうたい,PERBAN,傷に包帯を巻きました。,SAYA MEMBALUT LUKA DENGAN PERBAN.,包帯が汚れたので交換しました。,"KARENA PERBANNYA KOTOR, SAYA MENGGANTINYA."
16,ホワイトボード,ホワイトボード,PAPAN TULIS PUTIH,先生がホワイトボードに字を書きました。,GURU MENULIS DI PAPAN TULIS PUTIH.,ホワイトボードをきれいにしてください。,TOLONG BERSIHKAN PAPAN TULIS PUTIH.
16,雹,ひょう,HUJAN ES,昨日の夜、雹が降りました。,TADI MALAM TURUN HUJAN ES.,雹で車が傷つきました。,MOBIL RUSAK KARENA HUJAN ES.
16,表,ひょう,"TABEL, DAFTAR",この表を見てください。,TOLONG LIHAT TABEL INI.,時間の表を確認しました。,SAYA MEMERIKSA TABEL WAKTU.
16,標準,ひょうじゅん,"STANDAR, PATOKAN",この製品は標準サイズです。,PRODUK INI MEMILIKI UKURAN STANDAR.,標準的な方法で計算してください。,TOLONG HITUNG DENGAN CARA STANDAR.
16,評論,ひょうろん,"KRITIK, ULASAN",映画について評論を書きました。,SAYA MENULIS ULASAN TENTANG FILM.,この本には文学評論が載っています。,BUKU INI MEMUAT KRITIK SASTRA.
16,表札,ひょうさつ,PAPAN NAMA RUMAH,玄関に表札が付いています。,ADA PAPAN NAMA DI PINTU MASUK RUMAH.,表札を見て住所を確認しました。,SAYA MEMERIKSA ALAMAT DENGAN MELIHAT PAPAN NAMA.
